user_id,target_pos,original_interactions,best_interactions,cfs,len_cfs
4260,7,"[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
   23  756 1434  815 1366  372]","[ 237 1710 1116 1946 1581  203 1246 1985 1152  533 1525  242  178  643
  756 1434  815 1366  372]",[23],1
4261,1,"[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
  196 1008 1157   73  880 1103]","[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
  196 1008 1157   73  880]",[1103],1
4261,3,"[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
  196 1008 1157   73  880 1103]","[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
  196 1008 1157   73  880]",[1103],1
4261,5,"[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
  196 1008 1157   73  880 1103]","[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211 1023  196
 1008 1157   73  880 1103]",[712],1
4261,7,"[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
  196 1008 1157   73  880 1103]","[1058 1076 1272  754  676 1842  576 2252 1085  879  936  211  712 1023
 1008 1157   73  880 1103]",[196],1
4265,1,"[1477 1069   61  645  126 1227  681  852  201  759  755  618  427  391
    9  683 2328   47  722  933]","[1477 1069   61  645  126 1227  681  852  201  759  755  618  427  391
    9  683 2328   47  722]",[933],1
4265,3,"[1477 1069   61  645  126 1227  681  852  201  759  755  618  427  391
    9  683 2328   47  722  933]","[1477 1069   61  645  126 1227  681  852  201  759  755  618  427  391
    9  683 2328   47  933]",[722],1
4265,5,"[1477 1069   61  645  126 1227  681  852  201  759  755  618  427  391
    9  683 2328   47  722  933]","[1477 1069   61  645  126 1227  681  852  201  759  755  618  427    9
  683 2328   47  722  933]",[391],1
4265,7,"[1477 1069   61  645  126 1227  681  852  201  759  755  618  427  391
    9  683 2328   47  722  933]","[1477 1069   61  645  126 1227  681  201  759  755  618  427  391    9
  683 2328   47  722  933]",[852],1
4268,1,"[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1322 1749]","[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1749]",[1322],1
4268,3,"[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1322 1749]","[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742  628
 1175 3100 1322 1749]",[ 777 1341],2
4268,5,"[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1322 1749]","[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1749]",[1322],1
4268,7,"[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1322 1749]","[1162 2090 1768  901  625 1146 1999  400 2343 1157 1076 1089 2742 1341
  628 1175  777 3100 1749]",[1322],1
4269,1,"[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841  969 1059 1064]","[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841 1059]",[ 969 1064],2
4269,3,"[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841  969 1059 1064]","[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841  969 1059]",[1064],1
4269,5,"[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841  969 1059 1064]","[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841  969 1059]",[1064],1
4269,7,"[ 419  710  714 1745  942 1039  743  339  560  377  995  218  665  644
 1001 1019  841  969 1059 1064]","[ 419  710  714 1745  942 1039  743  339  377  995  218  665  644 1001
 1019  841  969 1059 1064]",[560],1
4271,1,"[ 987  510 1569  443  202  413  449  446  442  927  426 1650 1272  661
 2198  704 1082 1483 1420 1086]","[ 987  510 1569  443  202  449  446  442  927  426 1650 1272  661 2198
  704 1082 1483 1086]",[ 413 1420],2
4271,3,"[ 987  510 1569  443  202  413  449  446  442  927  426 1650 1272  661
 2198  704 1082 1483 1420 1086]","[ 987  510 1569  443  202  413  449  446  442  927  426 1650 1272  661
 2198  704 1082 1420 1086]",[1483],1
4271,5,"[ 987  510 1569  443  202  413  449  446  442  927  426 1650 1272  661
 2198  704 1082 1483 1420 1086]","[ 987  510  443  202  413  449  446  442  927  426 1650 1272  661 2198
  704 1483 1420 1086]",[1082 1569],2
4271,7,"[ 987  510 1569  443  202  413  449  446  442  927  426 1650 1272  661
 2198  704 1082 1483 1420 1086]","[ 987  510 1569  443  202  413  449  446  442  927  426 1650 1272  661
  704 1082 1483 1420 1086]",[2198],1
4272,1,"[  45  663  125   98  991  114   99  433  937  252  161  156  997   87
 1096 1266 1260 1723 1104  861]",[ 45 663 125  98 991 114  99 433 937 252 161 156 997  87 861],[1096 1104 1260 1266 1723],5
4272,3,"[  45  663  125   98  991  114   99  433  937  252  161  156  997   87
 1096 1266 1260 1723 1104  861]","[  45  663   98  991  114  433  937  252  161  156  997   87 1096 1266
 1260 1723 1104  861]",[ 99 125],2
4272,5,"[  45  663  125   98  991  114   99  433  937  252  161  156  997   87
 1096 1266 1260 1723 1104  861]","[  45  125   98  991  114   99  433  937  252  161  156  997   87 1096
 1266 1260 1723 1104  861]",[663],1
4272,7,"[  45  663  125   98  991  114   99  433  937  252  161  156  997   87
 1096 1266 1260 1723 1104  861]","[  45  663   98  991  114   99  433  937  252  161  156  997   87 1096
 1266 1260 1723 1104]",[125 861],2
4274,1,"[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  534  168]","[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  168]",[534],1
4274,3,"[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  534  168]","[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  534]",[168],1
4274,5,"[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  534  168]","[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  168]",[534],1
4274,7,"[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199  375 2403  534  168]","[ 133  243  434  241  433  265  906  118   63  896 1369 1712  887  890
 1214 1199 2403  534  168]",[375],1
4277,1,"[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2178 2482]","[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2482]",[2178],1
4277,3,"[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2178 2482]","[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2178]",[2482],1
4277,5,"[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2178 2482]","[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2482]",[2178],1
4277,7,"[2779 1612  546 1264 1341  892 1713 1891  445  343 2065 2858  271 1796
 2447 1907  901  427 2178 2482]","[2779 1612  546 1264  892 1713 1891  445  343 2065 2858  271 1796 1907
  901  427 2178 2482]",[1341 2447],2
4279,1,"[ 265  386  138  645  387 2785  576 1479 1017  955 3080  178  159  516
  702  366 2373  165 1434  401]","[ 265  386  138  645  387 2785 1479 1017  955 3080  159  702 2373  165
 1434  401]",[178 366 516 576],4
4279,3,"[ 265  386  138  645  387 2785  576 1479 1017  955 3080  178  159  516
  702  366 2373  165 1434  401]","[ 265  386  138  645  387 2785  576 1479 1017  955 3080  178  516  702
  165 1434]",[ 159  366  401 2373],4
4279,5,"[ 265  386  138  645  387 2785  576 1479 1017  955 3080  178  159  516
  702  366 2373  165 1434  401]","[ 265  386  138  645  387 2785  576 1479 1017  955 3080  159  516  702
  366 2373  165 1434  401]",[178],1
4279,7,"[ 265  386  138  645  387 2785  576 1479 1017  955 3080  178  159  516
  702  366 2373  165 1434  401]","[ 265  386  138  645  387 2785  576 1479 1017 3080  178  159  516  702
  366 2373  165 1434  401]",[955],1
4281,1,"[1332 1377   53  951 2532  124  676  858 1579  611  172  161   54 1195
 1366 1340 1334 1380 1344  843]","[1332 1377   53  951 2532  124  676  858 1579  611  172  161 1334 1380
 1344  843]",[  54 1195 1340 1366],4
4281,3,"[1332 1377   53  951 2532  124  676  858 1579  611  172  161   54 1195
 1366 1340 1334 1380 1344  843]","[1332 1377   53  951 2532  124  676  858 1579  172  161   54 1195 1366
 1334 1380 1344]",[ 611  843 1340],3
4281,5,"[1332 1377   53  951 2532  124  676  858 1579  611  172  161   54 1195
 1366 1340 1334 1380 1344  843]","[1332 1377   53  951 2532  124  676  858 1579  611  172  161   54 1195
 1366 1340 1334 1380 1344]",[843],1
4281,7,"[1332 1377   53  951 2532  124  676  858 1579  611  172  161   54 1195
 1366 1340 1334 1380 1344  843]","[1332 1377   53  951 2532  124  858 1579  611  172  161   54 1195 1366
 1340 1334 1380 1344  843]",[676],1
4284,1,"[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328  930 1056]","[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328]",[ 930 1056],2
4284,3,"[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328  930 1056]","[1075   80  119 2466 1059 2291  620  837  127  161 1990   67  763  777
 1343  328]",[ 844  930 1056 1483],4
4284,5,"[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328  930 1056]","[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328  930]",[1056],1
4284,7,"[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328  930 1056]","[ 844 1483 1075   80  119 2466 1059 2291  620  837  127  161 1990   67
  763  777 1343  328 1056]",[930],1
4285,1,"[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739 3100  133  738 1191 1199]","[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739 3100  133 1191 1199]",[738],1
4285,3,"[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739 3100  133  738 1191 1199]","[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739  738 1191 1199]",[ 133 3100],2
4285,5,"[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739 3100  133  738 1191 1199]","[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739  133  738 1191 1199]",[3100],1
4285,7,"[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739 3100  133  738 1191 1199]","[ 370 1437  522  405  843  572  691  426  284  399  809 1436  420 1843
  739 3100  133  738 1199]",[1191],1
4286,1,"[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106  214 2049]","[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106  214]",[2049],1
4286,3,"[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106  214 2049]","[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106 2049]",[214],1
4286,5,"[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106  214 2049]","[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978  214 2049]",[3106],1
4286,7,"[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106  214 2049]","[ 995  983  665    9 1255 2985 2886    5  615 1580  683 1077  636  942
  161  992 2978 3106 2049]",[214],1
4287,1,"[  84  648 1089 1203 1157   87  777 1440 2655   73  837 1382 1067  198
 2295 1045 1697 1083 1170 2199]","[  84  648 1089 1203 1157   87  777 1440 2655   73  837 1382  198 1045
 1697 1170 2199]",[1067 1083 2295],3
4287,3,"[  84  648 1089 1203 1157   87  777 1440 2655   73  837 1382 1067  198
 2295 1045 1697 1083 1170 2199]","[  84  648 1089 1203   87  777 1440 2655   73  837 1382 1067  198 2295
 1045 1697 1083 1170 2199]",[1157],1
4287,5,"[  84  648 1089 1203 1157   87  777 1440 2655   73  837 1382 1067  198
 2295 1045 1697 1083 1170 2199]","[ 648 1089 1203 1157   87  777 1440 2655   73  837 1382 1067  198 2295
 1045 1697 1083 1170 2199]",[84],1
4287,7,"[  84  648 1089 1203 1157   87  777 1440 2655   73  837 1382 1067  198
 2295 1045 1697 1083 1170 2199]","[  84  648 1089 1203 1157   87  777 1440 2655   73  837 1382 1067  198
 2295 1045 1083 1170 2199]",[1697],1
4289,1,"[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132 1978  735 2419 1715 2437]","[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132  735 2419 1715]",[1978 2437],2
4289,3,"[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132 1978  735 2419 1715 2437]","[  20  425  716 1645  665 1042 1219  113 1663 2293  392 1102 1618  132
 1978 2419 2437]",[ 181  735 1715],3
4289,5,"[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132 1978  735 2419 1715 2437]","[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132 1978  735 2419 1715]",[2437],1
4289,7,"[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132 1978  735 2419 1715 2437]","[  20  425  716 1645  665 1042 1219  113 1663 2293  392  181 1102 1618
  132  735 2419 1715 2437]",[1978],1
4291,1,"[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  975  604 1005 2502 1837 1711]","[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  604 1005 1837 1711]",[ 975 2502],2
4291,3,"[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  975  604 1005 2502 1837 1711]","[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
 1005 2502 1837 1711]",[604 975],2
4291,5,"[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  975  604 1005 2502 1837 1711]","[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  975  604 1005 2502 1837]",[1711],1
4291,7,"[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  975  604 1005 2502 1837 1711]","[  61  181   59  288 1860 1089  850   92  999 1009  995  759  848  664
  975  604 1005 2502 1711]",[1837],1
4292,1,"[ 353  791  373   70  920  913  733 1388  930   93  190  114  496 1483
  120   59  156  376  134   75]","[ 353  791  373   70  920  913  733 1388  930   93  190  114 1483  156
  134   75]",[ 59 120 376 496],4
4292,3,"[ 353  791  373   70  920  913  733 1388  930   93  190  114  496 1483
  120   59  156  376  134   75]","[ 353  791  373   70  920  913  733 1388  930  496  120   59  156  376
  134]",[  75   93  114  190 1483],5
4292,5,"[ 353  791  373   70  920  913  733 1388  930   93  190  114  496 1483
  120   59  156  376  134   75]","[ 353  791  373   70  920  913  733 1388  930   93  190  114  496 1483
  120  156  376   75]",[ 59 134],2
4292,7,"[ 353  791  373   70  920  913  733 1388  930   93  190  114  496 1483
  120   59  156  376  134   75]","[ 353  791  373   70  920  913  733 1388  930   93  190  114  496 1483
  120  156  376  134   75]",[59],1
4294,1,"[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206 2199  683  863  812 1692]","[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206  683  863  812]",[1692 2199],2
4294,3,"[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206 2199  683  863  812 1692]","[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206 2199  683  863  812]",[1692],1
4294,5,"[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206 2199  683  863  812 1692]","[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206 2199  863  812 1692]",[683],1
4294,7,"[1522  204  401   28 1053  813  406 3097  838 1254 1595  891 1076  569
 2206 2199  683  863  812 1692]","[1522  204  401   28 1053  813  406 3097  838 1595  891 1076  569 2206
 2199  683  863  812 1692]",[1254],1
4298,1,"[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82 1452  217 1155 2103 1249]","[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82 1452  217 1155 1249]",[2103],1
4298,3,"[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82 1452  217 1155 2103 1249]","[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82  217 1155 2103 1249]",[1452],1
4298,5,"[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82 1452  217 1155 2103 1249]","[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82  217 1155 2103 1249]",[1452],1
4298,7,"[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82 1452  217 1155 2103 1249]","[ 169  274   20  386  942  689  424 2740 1604  759 1229  219  674  738
   82  217 1155 2103 1249]",[1452],1
4299,1,"[1195  354  149 1600   90  687   28  172   79 2744  594 1151  485  739
 1439  538  640   59  161  127]","[1195  354  149 1600   90  687   28  172   79  594 1151  485  739 1439
  538  640   59]",[ 127  161 2744],3
4299,3,"[1195  354  149 1600   90  687   28  172   79 2744  594 1151  485  739
 1439  538  640   59  161  127]","[1195  354  149 1600   90  687   28  172   79 2744  594 1151  485 1439
  538  640  161  127]",[ 59 739],2
4299,5,"[1195  354  149 1600   90  687   28  172   79 2744  594 1151  485  739
 1439  538  640   59  161  127]","[1195  354  149 1600   90  687   28  172   79 2744  594 1151  485  739
 1439  538  640   59  161]",[127],1
4299,7,"[1195  354  149 1600   90  687   28  172   79 2744  594 1151  485  739
 1439  538  640   59  161  127]","[1195  354  149 1600   90  687   28  172   79  594 1151  485  739 1439
  538  640   59  161  127]",[2744],1
4302,1,"[2012   82   16 1406 1252  169   53 1493  201  206 1434 1650  559 1281
  790 1307  593  773 1243 1267]","[2012   82   16 1406 1252  169   53 1493  201  206 1434 1650  559 1281
  790 1307  593  773]",[1243 1267],2
